name,company_name_unique,founded_year,founded_date,closed_date,acquired_date,acquired_by_company_name_unique,employees,domain,total_funding_usd,annual_revenue,hq_region,status,ipo_date,independence,stock_symbol_1,stock_symbol_2,competitor_1,competitor_2,competitor_3,competitor_4,competitor_5,competitor_6,competitor_7,competitor_8,competitor_9,competitor_10,notes
Ford,ford,1963,1963/6/16,,,,"202,000",ford.com,$756M,$158.7B,DearbornMichigan,Public,1956-01-01,Y,NYSE,,Toyota,Honda,Chevrolet,Nissan,Hyundai Motor,Volkswagen,Volkswagen,General Motors,,,
Toyota,toyota-global,1903,1903/6/17,,,,"369,124",toyota-global.com,$ -,$470.2B,Toyota CityAichi Prefecture,Public,1978-01-13,Y,NYSE,,Nissan,Honda,Ford Motor,Volkswagen,General Motors,Hyundai Motor,BMW Group,Tata Motors,,,
Honda,honda,1948,1948/9/24,,,,"215,638",honda.com,$ -,$138.9B,Minato-kuTōkyō Prefecture,Public,1978-01-13,Y,BMV,,Toyota,Nissan,Ford Motor,Volkswagen,Hyundai Motor,General Motors,Chrysler,,,,
Chevrolet,chevrolet,1911,1911/11/1,,,,"20,000",chevrolet.com,$ -,$11.5B,"Oshawa,Ontario",Private,,Y,,,Hyundai Motor,Ford Motor,Kia,Nissan,Toyota,Honda,Volkswagen,Chrysler,,,
Nissan,nissan-global,1933,1933/12/26,,,,"152,421",nissan-global.com,$ -,$106.1B,Yokohama-shiKanagawa Prefecture,Private,,Y,,,Hyundai Motor,Acura,Honda,Peugeot,Toyota Motor Sales,Volkswagen,SAIC Motor,Toyota,,,
Hyundai Motor,hyundai,1967,1967/12/29,,,,"63,099",hyundai.com,$ -,$73.1B,SeoulSeoul Teugbyeolsi,Public,2003-01-10,Y,Korea Exchange,,Nissan,Mercedes-Benz,Mazda Motor,Honda,Volkswagen,Audi,Toyota,General Motors,,,
Volkswagen,volkswagenag,1937,1937/5/28,,,,"642,300",volkswagenag.com,$ -,$286.9B,"Wolfsburg,Other",Public,2002-01-11,Y,ETR,,Toyota,General Motors,Honda,Nissan,Ford Motor,Hyundai Motor,Tata Motors,Dodge,,,
General Motors,gm,1908,1908/9/16,,,,"190,000",gm.com,$15.8B,$105.9B,"Detroit,Michigan",Public,2010-11-26,Y,"NYSE,GM",,Ford Motor,Toyota,Volkswagen,Honda,Dodge,Hyundai Motor,Chrysler,Audi,,,
BMW Group,bmwgroup,1916,1916/3/7,,,,"129,932",bmwgroup.com,$ -,$103.2B,"Munich,Bavaria",Private,,Y,,,Audi,Toyota,Volkswagen,Honda,Mercedes-Benz,Nissan,Lexus,General Motors,,,
Tata Motors,tatamotors,1945,1945/1/1,,,,"79,558",tatamotors.com,$45M,$41B,"Mumbai,Maharashtra",Public,2004-10-08,Y,Bombay Stock Exchange,,Nissan,Honda,Ford Motor,Toyota,Ashok Leyland,Hyundai Motor,Maruti Suzuki,Volkswagen,,,
Chrysler,chrysler,1925,1925/6/6,,,,"77,817",chrysler.com,$70M,$119.1B,"Auburn,HillsMichigan",Private,,Y,,,Honda,Ford Motor,Toyota,Nissan,General Motors,Volkswagen,Hyundai Motor,Toyota Motor Sales,,,
Kia,kia,1944,1944/12/11,,,,"42,000",kia.com,$ -,$44.8B,"SeoulSeoul,Teugbyeolsi",Public,2003-01-10,Y,Korea Exchange,,Hyundai Motor,Honda,Ford Motor,Nissan,Toyota,Chevrolet,Volkswagen,,,,
Acura,acura,1986,1986/3/27,,,,"23,805",acura.com,$ -,$2.6B,TorranceCalifornia,Private,,"American Honda Motor Co., Inc.",,,Lexus,Nissan,Audi,Mercedes-Benz,BMW Group,Porsche,Hyundai Motor,Volkswagen,,,
Peugeot,peugeot1,1810,1810/1,,,,"50,000",peugeot.com,$ -,$58B,"Paris,Other",Private,,Groupe PSA,,,Honda,Toyota,Nissan,Ford Motor,Volkswagen,General Motors,Hyundai Motor,,,,
Toyota Motor Sales,toyotapr,1960,1960,,,,227,toyotapr.com,$ -,$25.7M,"San Juan,Other",Private,,Toyota,,,Nissan,Ford Motor,Honda,Toyota,Volkswagen,Hyundai Motor,Chrysler,,,,
SAIC Motor,saicgroup,1955,1955/6/1,,,,"163,817",saicgroup.com,$ -,$75.7B,"Shanghai,Shanghai Municipality",Private,,Y,,,Nissan,Hyundai Motor,Honda,Toyota,Volkswagen,Ford Motor,Mazda Motor,,,,
Mercedes-Benz,mercedes-benz,1926,1926/6/28,,,,"143,000",mercedes-benz.com,$ -,$34.8B,"Stuggart,Baden-Württemberg",Private,,Daimler AG,,,Audi,Lexus,Volkswagen,BMW Group,Porsche,Toyota,General Motors,Ford Motor,,,
Mazda Motor,mazda,1920,1920/1/30,,,,"48,849",mazda.com,$ -,$32.7B,"Aki-gun,Hiroshima Prefecture",Public,1999-05-14,Y,,,Nissan,Hyundai Motor,Honda,Mercedes-Benz,Acura,Volkswagen,Peugeot,Toyota Motor Sales,,,
Audi,audi,1909,1909/7/16,,,,"87,352",audi.com,$ -,$75.4B,"Ingolstadt,Bavaria",Private,,Volkswagen AG,,,BMW Group,Lexus,Mercedes-Benz,Porsche,Infiniti,Maserati,Toyota,Acura,,,
Dodge,dodge,1900,1900,,,,"2,500",dodge.com,$ -,$384.2M,"Auburn Hills,Michigan",Private,,Chrysler Group LLC,,,General Motors,Volkswagen,Audi,Toyota,Honda,Ford Motor,Nissan,Hyundai Motor,,,
Lexus,lexus,1989,1989,,,,"57,241",lexus.com,$ -,$20B,"Plano,Texas",Private,,"Toyota Motor Sales, U.S.A., Inc.",,,Audi,Mercedes-Benz,BMW Group,Porsche,Volvo,Jaguar Land Rover,Acura,Volkswagen,,,
Ashok Leyland,ashokleyland,1948,1948/9/7,,,,"14,668",ashokleyland.com,$ -,$3.1B,"Chennai,Tamil Nadu",Public,2004-07-09,Y,Bombay Stock Exchange,,Tata Motors,Bharat Benz,Eicher,Mahindra,Honda,Nissan,Ford Motor,Maruti Suzuki,,,
Maruti Suzuki,marutisuzuki,1909,1909/10/1,,,,"12,547",marutisuzuki.com,$ -,$10.3B,"New Delhi,Delhi",Private,,Suzuki Motor Corporation,,,Tata Motors,Honda,Hyundai Motor,Nissan,Ford Motor,Toyota,Volkswagen,,,,
Porsche,porsche,1931,1931/4/25,,,,"59,205",porsche.com,$ -,$19.9B,"Stuttgart,Baden-Württemberg",Private,,Y,,,BMW Group,Lexus,Tesla,Aston Martin,Ferrari,Audi,Jaguar,Mercedes-Benz,,,
Infiniti,infiniti,1989,1989/11/8,,,,"2,750",infiniti.com,$ -,$250M,Hong Kong,Private,,Y,,,Audi,Acura,Lexus,Mercedes-Benz,BMW Group,Porsche,Maserati,Volvo,,,
Maserati,maserati,1914,1914/12/1,,,,699,maserati.com,$ -,$2.2B,Modena,Private,,Fiat S.p.A.,,,Audi,Aston Martin,BMW Group,Lexus,Mercedes-Benz,Porsche,Volkswagen,Ferrari,,,
Volvo,volvocars,1927,1927/4/14,,,,"33,875",volvocars.com,$ -,$19.9B,Gothenburg,Private,,Geely,,,Audi,Lexus,BMW Group,Mercedes-Benz,Porsche,Volkswagen,Toyota,Maserati,,,
Jaguar Land Rover,jaguarlandrover,1922,1922/6/1,,,,"30,250",jaguarlandrover.com,$ -,$8.5B,Coventry,Private,,Tata Motors Limited,,,Audi,Mercedes-Benz,Lexus,BMW Group,Porsche,Volkswagen,Toyota,Maserati,,,
Bharat Benz,bharatbenz,2011,2011/2/17,,,,"3,500",bharatbenz.com,$ -,$750M,"Perungudi, ChennaiTamil, Nadu",Private,,Y,,,Ashok Leyland,Eicher,Tata Motors,Mahindra,Honda,Nissan,Ford,,,,
Eicher,eicher,1948,1948,,,,"2,500",eicher.in,$ -,$1.2B,"Gurgaon,Haryana",Public,2000-09-29,Y,Bombay Stock Exchange,,Ashok Leyland,Bharat Benz,Tata Motors,Mahindra,Honda,Nissan,Ford Motor,Maruti Suzuki,,,
Mahindra,mahindratruckandbus,1945,1945/10/2,,,,"41,673",mahindratruckandbus.com,$ -,$7.3B,"Mumbai,Maharashtra",Private,,Mahindra and Mahindra Limited,,,Ashok Leyland,Bharat Benz,Eicher,Tata Motors,Honda,Nissan,Ford Motor,,,,
Tesla,tesla,2003,2003/7/1,,,,"37,543",tesla.com,$1.3B,$9B,"Palo Alto,California",Public,2010-06-29,Y,NASDAQ,TSLA,Toyota,BMW Group,Audi,General Motors,Porsche,Volkswagen,Ford Motor,Honda,,,
Aston Martin,astonmartinlagondalimited,1913,1913,,,,"2,527",astonmartin.com,$305M,$1.2B,"Warwick,England",Private,,Y,,,Ferrari,Automobili Lamborghini,Maserati,McLaren,Rolls-Royce Motor Cars,Audi,Bentley Motors,BMW Group,,,
Ferrari,ferrari,1939,1939/9/13,,,,"3,248",ferrari.com,$ -,$3.5B,"Maranello,Emilia-Romagna",Public,2015-10-20,Fiat Chrysler Automobiles N.V.,NYSE,RACE,Aston Martin,Automobili Lamborghini,McLaren,Maserati,Rolls-Royce Motor Cars,Supercars,Bentley Motors,Audi,,,
Jaguar,jaguar,1933,1933/10/26,,,,"1,568",jaguar.com,$2.6B,$9.3M,Coventry,Private,,Y,,,Porsche,Bentley Motors,BMW Group,Lexus,Audi,Toyota,Aston Martin,Mercedes-Benz,,,
Automobili Lamborghini,lamborghini,1963,1963/5/1,,,,"1,549",lamborghini.com,$ -,$700M,"Bologna,Emilia-Romagna",Private,,Audi AG,,,Ferrari,Aston Martin,Rolls-Royce Motor Cars,Supercars,McLaren,Maserati,Bentley Motors,Lotus,,,
McLaren,mclaren,1963,1963,,,,"3,631",mclaren.com,$ -,$1.1B,"Surrey,England",Private,,Y,,,Ferrari,Aston Martin,Automobili Lamborghini,Maserati,Rolls-Royce Motor Cars,Bugatti,Bentley Motors,Lotus,,,
Rolls-Royce Motor Cars,rolls-roycemotorcars,1904,1904/5/1,,,,"1,357",rolls-roycemotorcars.com,$ -,$246.2M,"Chichester,England",Private,,Bayerische Motoren Werke AG,,,Bentley Motors,Ferrari,Aston Martin,Bugatti,Automobili Lamborghini,Audi,Lexus,Maserati,,,
Bentley Motors,bentleymotors,1919,1919/1/18,,,,"3,600",bentleymotors.com,$ -,$101.6M,"Cheshire,England",Private,,Volkswagen AG,,,Rolls-Royce Motor Cars,Aston Martin,Ferrari,Automobili Lamborghini,Maserati,McLaren,Audi,Bugatti,,,
Supercars,supercarsgarage,1900,,,,,39,supercarsgarage.com,$ -,$3.3M,"Metuchen,New Jersey",Private,,Y,,,Ferrari,Automobili Lamborghini,Aston Martin,McLaren,Porsche,BMW Group,Tesla,Lexus,,,
Lotus,lotuscars,1948,1948,,,,"1,200",lotuscars.com,$ -,$175M,"Norfolk,England",Private,,Zhejiang Geely Holding Group Co. Ltd.,,,Ferrari,Aston Martin,Automobili Lamborghini,McLaren,Rolls-Royce Motor Cars,Maserati,Supercars,Bentley Motors,,,
Bugatti,bugatti,1909,1909,,,,400,bugatti.com,$ -,$90M,"Molsheim,Alsace",Private,,Volkswagen AG,,,Rolls-Royce Motor Cars,Aston Martin,Automobili Lamborghini,Koenigsegg,Ferrari,Maserati,McLaren,Exxon Mobi,,,
Koenigsegg,koenigsegg,1994,1994,,,,481,koenigsegg.com,$ -,$7M,SkÃ¥ne,Private,,Y,,,Pagani,Ariel Motor,Caterham Cars,Bugatti,Ferrari,SMMT,Morgan,Zytek,,,
Exxon Mobi,exxonmobil,1999,1999/11/30,,,,"69,600",exxonmobil.com,$9.5B,$252.7B,"Irving,Texas",Public,1978-01-13,Y,NYSE,XOM,BP1,ConocoPhillips,Chevron,Marathon Oil,Shell,Valero,Total,Devon Energy,,,
Pagani,pagani,1992,1992,,,,115,pagani.com,$ -,$6.8M,"San Cesario sul Panaro, MO, Italy",Private,,Y,,,Koenigsegg,Ferrari,Bugatti,Aston Martin,Automobili Lamborghini,McLaren,Rolls-Royce Motor Cars,Maserati,,,
Ariel Motor,arielmotor,2001,2001,,,,19,arielmotor.co.uk,$ -,$ < 1M,"Crewkerne, Somerset, United Kingdom",Private,,Y,,,SMMT,Morgan,Zytek,The Car People,Ruf-Automobile,Koenigsegg,Auto Trader,Cars,,,
Caterham Cars,caterhamcars,1973,1973,,,,134,caterhamcars.com,$ -,$2.1M,"Crawley, Sussex, England",Private,,Y,,,Koenigsegg,Pagani,Ariel Motor,Bugatti,Ferrari,SMMT,Morgan,Zytek,,,
SMMT,smmt,1902,1902/7/16,,,,200,smmt.co.uk,$ -,$50M,"London,England",Private,,Y,,,The Car People,Carfax,CarGurus,Auto Trader,Cars,Cox Automotive,Carvana,TrueCar,,,
Morgan,morgan-motor,1909,1909/5/1,,,,835,morgan-motor.co.uk,$ -,$300M,"Malvern, Worcestershire, England",Private,,Y,,,Ruf-Automobile,,,,,,,,,,
Zytek,zytekautomotive,1981,1981,,,,,zytekautomotive.co.uk,$ -,,"Repton, Derbyshire, England",Private,,Continental AG,,,,,,,,,,,,,
The Car People,thecarpeoplelimited,1999,1999/3/30,,,,440,thecarpeople.co.uk,$ -,$147.6M,"Wakefield,England",Private,,"Penske Automotive Group, Inc.",,,CarGurus,Carfax,Cars,Auto Trader,Cox Automotive,TrueCar,Reynolds and Reynolds,CDK Global,,,
Ruf-Automobile,ruf-automobiles,2016,2016/10/4,,,,68,ruf-automobiles.com,$ -,$6M,"London, United Kingdom",Private,,Y,,,,,,,,,,,,,
Auto Trader,autotradergroupplc,1975,1975,,,,820,autotrader.co.uk,$ -,$420.1M,"Manchester,England",Private,,Y,London Stock Exchange,,CarGurus,Edmunds,TrueCar,Carvana,Autobytel,The Car People,Kelley Blue Book,AutoTrader,,,
Cars,cars,1998,1998/6/1,,,,"1,100",cars.com,$ -,$633M,"Chicago,Illinois",Private,,Y,NYSE,CARS,Cox Automotive,Carfax,Reynolds and Reynolds,CDK Global,TrueCar,CarGurus,DealerSocket,Dealertrack,,,
Carfax,carfax,1984,1984/6/1,,,,900,carfax.com,$ -,$28.3M,"Centreville,Virginia",Private,,R.L. Polk & Company,,,Cars,Cox Automotive,CarGurus,Reynolds and Reynolds,TrueCar,CDK Global,Adam Systems,DealerSocket,,,
CarGurus,cargurus,2006,2006,,,,549,cargurus.com,$3.1M,$313.1M,"Cambridge,Massachusetts",Public,2017-10-11,Y,NASDAQ,CARG,Carfax,OffLeaseOnly,Cars,Carvana,Vast,Cox Automotive,Findmicar,Goodson Acura,,,
Cox Automotive,coxautoinc,2014,2014/8/1,,,,"24,000",coxautoinc.com,$ -,$5B,"Brookhaven,Georgia",Private,,"Cox Enterprises, Inc.",,,Reynolds and Reynolds,CDK Global,TrueCar,DealerSocket,Adam Systems,Dominion Dealer Solutions,Autosoft,CarGurus,,,
Carvana,carvana,2011,2011/11/29,,,,"1,070",carvana.com,$ -,$58.1M,"Phoenix,Arizona",Public,2017-04-28,Y,NYSE,CVNA,CarGurus,AutoTrader Group,CarSoup,Carsales,Carfax,Cars,Cox Automotive,DealerSocket,,,
TrueCar,truecar,2005,2005/2/1,,,,686,truecar.com,$245.7M,$328.5M,"Santa Monica,California",Public,2014-05-23,Y,NASDAQ,,CarGurus,Edmunds,Kelley Blue Book,AutoTrader,Carfax,Cars,Autobytel,CARQUEST,,,
Reynolds and Reynolds,reyrey,1866,1866/3/1,,,,"4,747",reyrey.com,$ -,$2.2B,"Kettering,Ohio",Private,,Y,,,CDK Global,Dealertrack,Xtime,Cox Automotive,Dominion Dealer Solutions,Autosoft,DealerSocket,TrueCar,,,
CDK Global,cdkglobal,1972,1972,,,,"8,500",cdkglobal.com,$ -,$2.3B,"Hoffman Estates,Illinois",Public,2014-09-26,Y,NASDAQ,CDK,Dealertrack,Cox Automotive,Dominion Dealer Solutions,Autosoft,Reynolds and Reynolds,TrueCar,DealerSocket,Xtime,,,
Edmunds,edmunds,1996,1996,,,,727,edmunds.com,$36M,$250M,"Santa Monica,California",Private,,Y,,,CarGurus,Kelley Blue Book,Car Dealer Reviews,Car and Driver,DealerRater,Carfax,Carnow,TrueCar,,,
Autobytel,autobytel,1995,1995,,,,228,autobytel.com,$153.8M,$134.1M,"Irvine,California",Public,1999-03-26,Y,NASDAQ,ABTL,CarGurus,TrueCar,AutoTrader,Edmunds,Kelley Blue Book,Carfax,Cars,VinSolutions,,,
Kelley Blue Book,kbb,1926,1926,,,,595,kbb.com,$ -,$190.6M,"Irvine,California",Private,,"AutoTrader.com, Inc.",,,TrueCar,CarGurus,Edmunds,Autobytel,Cars,Carfax,Cox Automotive,Deutsche Automobil Treuhand,,,
DealerSocket,dealersocket,2001,2001,,,,695,dealersocket.com,$ -,$179.8M,"San Clemente,California",Private,,Y,,,VinSolutions,Autosoft,iMagicLab,Auto/Mate,Dealerteam,Reynolds and Reynolds,CDK Global,Contact Advantage,,,
Dealertrack,dealertrack,2001,2001/8/1,,,,"3,900",dealertrack.com,$170M,$993M,"New Hyde Park,New York",Public,2015-06-15,"Cox Automotive, Inc",NYSE,TRAK,CDK Global,Reynolds and Reynolds,Dominion Dealer Solutions,Autosoft,Xtime,DealerSocket,TrueCar,Auto/Mate,,,
Adam Systems,adamdms,1979,1979,,,,60,adamdms.com,$ -,$18M,"Spanish For,tAlabama",Private,,Y,,,Cox Automotive,DealerSocket,CDK Global,Reynolds and Reynolds,TrueCar,Auto/Mate,VinSolutions,Autosoft,,,
OffLeaseOnly,offleaseonly,1992,1992,,,,10,offleaseonly.com,$ -,$10M,"Long Island, New York",Private,,Y,,,Motor Cars Of Stuart,Autoenterpriseonline,Diamond II Auto Sales,Coral Springs Auto Mall,CarGurus,Dan Lewis AutoBrokerJaxCom,Carfax,,,,
Vast,vast,2001,2001,,,,153,vast.com,$ -,$5M,"Austin,Texas",Private,,Y,,,Backpage,Trovit,Oodle,Free Megalist,Sayist,Glix,InsideSales,Quikr,,,
Findmicar,findmicar,,,,,,46,findmicar.com,$ -,$8.1M,"Fruitport,Michigan",Private,,Y,,,AutoTrader,CarGurus,Cars,Affordable Chair Covers,Heartside Ministry,Geckohead,Seeber's Hardwood Flooring,Canney's,,,
Goodson Acura,goodsonacura,1986,1986,,,,56,goodsonacura.com,$ -,$4.3M,"Dallas,Texas",Private,,Y,,,Oesinc,Dodgeofftworth,Vandergriff Acura,Mcdavid,Vandergriff Honda,CarGurus,David Mcdavid Acura Plano,,,,
