"name","company_name_unique","founded_year","founded_date","closed_date","acquired_date","acquired_by_company_name_unique","employees","domain","total_funding_usd","annual_revenue","hq_region","status","ipo_date","independence","stock_symbol_1","stock_symbol_2","competitor_1","competitor_2","competitor_3","competitor_4","competitor_5","competitor_6","competitor_7","competitor_8","competitor_9","competitor_10","notes"
"Autolist","autolist",2011,"2011/1/1",NA,NA,NA,"8","autolist.com","$2M","$2M","San Francisco,California","Private",NA,"Y",NA,NA,"CarGurus","TrueCar","CarSoup","Edmunds","AutoTrader","Kelley Blue Book","LotPro","iSeeCars",NA,NA,NA
"carwow","carwow",2010,"2010/11/1",NA,NA,NA,"113","carwow.co.uk","$66.4M","$50M","London,England","Private",NA,"Y",NA,NA,"Carlypso","Tred","Instamotor","Carkibo","CarGurus","LeaseFetcher","Carfax","TrueCar",NA,NA,NA
"Automotive Body Specialty","carbodysupplies",1991,"1991",NA,NA,NA,"88","carbodysupplies.com","$ -","$24.2M","Chase City,Virginia","Private",NA,"Y",NA,NA,"carwow","NAPA","CARQUEST","Parts Authority","Dash","Carlypso","Tred","Instamotor",NA,NA,NA
"HANSUN","hanyale",1990,"1990",NA,NA,NA,"300","hanyale.com","$ -","$ < 1M","Changhua County,Changhua County","Private",NA,"Y",NA,NA,"Dorman Products","Aci Auto","AutoZone","Advance Auto Parts","ACDelco","Pep Boys","Continental","1A Auto",NA,NA,NA
"myKaarma","mykaarma",2012,"2012",NA,NA,NA,"49","mykaarma.com","$15M","$3M","Signal Hill,California","Private",NA,"Y",NA,NA,"Autosoft","Dealerteam","Auto/Mate","DealerSocket","Xtime","VinSolutions","MDS","Datafirst Sas Solutions Informatiques Pour La Distribution Automobile",NA,NA,NA
"ARCA","arca",1998,"1998",NA,NA,NA,"605","arca.com","$ -","$176.4M","MebaneNorth, Carolina","Private",NA,"Y",NA,NA,"Wincor Nixdorf","SCAN COIN","Hyosung","Tidel Engineering","NCR","Flowserve","SPX","Velan",NA,NA,NA
"AutoAlert","autoalert",2002,"2002",NA,NA,NA,"433","autoalert.com","$ -","$10.5M","Irvine,California","Private",NA,"Subsidiary of HGGC, LLC",NA,NA,"Dominion Dealer Solutions","ELEAD1ONE","Cox Automotive","CDK Global","Dealertrack","Reynolds and Reynolds","TrueCar","DealerSocket",NA,NA,NA
"EurotaxGlass's","eurotaxglass",1930,"1930/6",NA,NA,NA,"800","eurotaxglass.com","$ -","$91.5M","Freienbach,Other","Private",NA,"Y",NA,NA,"Jato","Audatex","Wood Mackenzie","Verisk","Dun & Bradstreet","PartsTrader","FactSet","Knovel",NA,NA,NA
"GT Motive","gtmotive",1971,"1971",NA,NA,NA,"196","gtmotive.com","$10.7M","$137.7M","London,England","Private",NA,"Subsidiary of EINSA Group",NA,NA,"AudaExplore","Mitchell","CCC Information Services","Estify","Deutsche Automobil Treuhand","Mechanic Business Pro","Adam Systems","ALLDATA",NA,NA,NA
"CCC Information Services","cccis",1980,"1980",NA,NA,NA,"1400","cccis.com","$ -","$487.5M","Chicago,Illinois","Private",NA,"Y",NA,NA,"AudaExplore","Mitchell","Estify","Adam Systems","Mechanic Business Pro","Deutsche Automobil Treuhand","EurotaxGlass's","GT Motive",NA,NA,NA
"Mitchell","mitchell1",1918,"1918",NA,NA,NA,"430","mitchell1.com","$ -","$400M","Poway,California","Private",NA,"Y",NA,NA,"ALLDATA","Identifix","Motor Information System","Motologic","Winworks","Progressive Automotive Systs","Snap-on",NA,NA,NA,NA
"Red Books","redbooks",1899,"1899",NA,NA,NA,"49","redbooks.com","$ -","$29.5M","New York , New York","Private",NA,"Subsidiary of List Partners LLC",NA,NA,"MediaRadar","WARC","Kantar Media","Stylus","Cision","WGSN","Mintel","SproutLoud",NA,NA,NA
"Jato","jato",1984,"1984",NA,NA,NA,"600","jato.com","$ -","$31.2M","London, England","Private",NA,"Y",NA,NA,"EurotaxGlass's","Wood Mackenzie","Audatex","Verisk","Solera Holdings","FactSet","Dun & Bradstreet","UnityWorks",NA,NA,NA
"Kreato CRM","kreatocrm",2010,"2010/10/08",NA,NA,NA,"49","kreatocrm.com","$ -","$4.4M","Chennai, Tamil Nadu","Private",NA,"Y",NA,NA,"PMAM","SugarCRM","Zoho","Insightly","Tenmiles","Crmngle","Pipedrive","Xiaoshouyi",NA,NA,NA
"Infor","infor",2002,"2002/05/30",NA,NA,NA,"15590","infor.com","$ -","$3.7B","New York , New York","Private",NA,"Y",NA,NA,"Epicor","Ramco","Aptean","Tagetik Software","NetSuite","Rusada","IFS AB","Mxi Technologies",NA,NA,NA
"Epicor","epicor",1972,"1972",NA,NA,NA,"2621","epicor.com","$ -","$876.8M","Austin, Texas","Private",NA,"Subsidiary of KKR & Co. L.P.",NA,NA,"Infor","NetSuite","Aptean","Ramco","Kenandy","Tagetik Software","Brightpearl","IFS AB",NA,NA,NA
"Ramco","ramco",1992,"1992",NA,NA,NA,"1650","ramco.com","$ -","$44.3M","Chennai, Tamil Nadu","Public","2000-09-29","Y","Bombay Stock Exchange532370",NA,"Rusada","IFS AB","Mxi Technologies","Swiss AviationSoftware","Microsoft Dynamics GP","Ultramain","Adrenalin","Sage",NA,NA,NA
"Aptean","aptean",2012,"2012/08",NA,NA,NA,"5000","aptean.com","$ -","$1B","Alpharetta, Georgia","Private",NA,"Y",NA,NA,"Global Shop Solutions","Plex Systems","QAD","IQMS","Consona","ProcessPro","SAP","Dragon Innovation",NA,NA,NA
"Tagetik Software","tagetik",1986,"1986",NA,NA,NA,"384","tagetik.com","$36M","$16.2M","Lucca, Tuscany","Private",NA,"Subsidiary of Wolters Kluwer N.V.",NA,NA,"Halogen Software","Reviewsnap","Peoplefluent","SumTotal Systems","BetterWorks","Lumesse","AchieveIt","7Geese",NA,NA,NA
"NetSuite","netsuite",1998,"1998",NA,NA,NA,"4603","netsuite.com","$261.6M","$897.5M","San Mateo, California","Public","2007-12-20","Subsidiary of Oracle CorporationNYSEN",NA,NA,"Infor","Epicor","Aptean","Kenandy","Brightpearl","Ramco","Vinculum Solutions","Sage Intacct",NA,NA,NA
"Izmocars","izmocars",1905,"1905/6/24",NA,NA,NA,"10","izmocars.com","$ -","$ < 1M","San Francisco, California","Private",NA,"Subsidiary of Homestar, LLC.",NA,NA,"Contact Advantage","Showroom Logic","PureCars","ELEAD1ONE","CAR-Research XRM","CarSoup","DealerSocket","Cox Automotive",NA,NA,NA
"ELEAD1ONE","elead-crm",1905,"1905/6/7",NA,NA,NA,"241","elead-crm.com","$ -","$63.4M","Valdosta, Georgia","Private",NA,"Subsidiary of CDK Global, Inc",NA,NA,"DealerSocket","Cox Automotive","VinSolutions","Autosoft","Reynolds and Reynolds","Contact Advantage","Auto/Mate",NA,NA,NA,NA
"CAR-Research XRM","carxrm",1905,"1905/6/17",NA,NA,NA,"11","carxrm.com","$ -","$ < 1M","Houston, Texas","Private",NA,"Subsidiary of Loop, LLC.",NA,NA,"Contact Advantage","Izmocars","Topbuilder Solutions","ELEAD1ONE","DealerSocket","Cox Automotive","Conversica","Auto/Mate",NA,NA,NA
"Frontiermotorsinc","frontiermotorsinc",1996,"1996",NA,NA,NA,"87","frontiermotorsinc.com","$ -","$18.4M","Pensacola, Florida","Private",NA,"Y",NA,NA,"Davis Gardens Apartments","Fairfield Manor","Anchorpestcontrol","Time And Time Again Antiques And Restoration","South Gulf Manor","Bay Wood Products","Wards Motorsports","Bill Haven Cars",NA,NA,NA
"Wards Motorsports","wards-motorsports",1983,"1983/12/31",NA,NA,NA,"45","wardsmotorsports.net","$ -","$3.7M","Pensacola, Florida","Private",NA,"Y",NA,NA,"Autonetworkpensacola","Marengo Auto Group","Frontiermotorsinc","Bill Haven Cars","C & L Motors","Fiat Of Pensacola","2000 Auto","Auto Union Of Miami",NA,NA,NA
"Michaels Auto Sales","mikeauto",1994,"1994",NA,NA,NA,"67","mikeauto.net","$ -","$12.5M","Orlando, Florida","Private",NA,"Y",NA,NA,"Uvsluxury","Carsandconcepts","Melbourne BMW","Diamond II Auto Sales","Rpt","Rolls-royce Motorcars Las Vegas","Motor Cars Of Stuart","Casienna Apartment Homes",NA,NA,NA
"Melbourne BMW","bmwinmelbourne",1998,"1998",NA,NA,NA,"41","bmwinmelbourne.com","$ -","$4.4M","Melbourne, Florida","Private",NA,"Y",NA,NA,"Casienna Apartment Homes","Metro Village Apartments","Campus Crossings On Alafaya","Bohemian Maids","Orlando Water Damage","Sweeter Than The Rest","Bail Bonds Orlando Fl","Shine On Advantage",NA,NA,NA
"Coral Springs Pre-owned Superstore","coralspringspreownedsuperstore",1900,NA,NA,NA,NA,"21","coralspringspreownedsuperstore.com","$ -","$5.9M","Coral, SpringsFlorida","Private",NA,"Y",NA,NA,"Coral Springs Auto Mall","Coral Springs Honda","Magic Imports of Gainesville","Used Cars Supermarket","Auto Brokers Usa","Upriteautosalesfl","Gateway Autos","Upriteautosales",NA,NA,NA
"Mike Erdman Toyota","mikeerdmantoyota",2014,"2014",NA,NA,NA,"44","mikeerdmantoyota.com","$ -","$4.7M","Merritt, IslandFlorida","Private",NA,"Y",NA,NA,"Coral Springs Honda","Jimmie Vickers PreOwned Jeep Store","Springfield Acura","Coral Springs Auto Mall","Billiardmanllc","Coral Springs Pre-owned Superstore","Proctor Acura","Motor Cars Of Stuart",NA,NA,NA
"Coral Springs Honda","coralspringshonda",1987,"1987",NA,NA,NA,"45","coralspringshonda.com","$ -","$3.3M","Coral, SpringsFlorida","Private",NA,"Y",NA,NA,"Coral Springs Pre-owned Superstore","Coral Springs Auto Mall","Mike Erdman Toyota","Ikon Motors","Sheehanbuickgmc","Eagleautomall","Fort Lauderdale Nissan","Performance Plus Auto Repair - Coral Springs",NA,NA,NA
"Aoc Restaurant","groverestaurant",2004,"2004",NA,NA,NA,"47","groverestaurant.com","$ -","$4.9M","Grand Rapids, Michigan","Private",NA,"Y",NA,NA,"Michigan Cremation & Funeral Care","Heartside Ministry","Jewish Theatre Grand Rapids","Geckohead","Graphix Outlet","Easyrotor Helicopter & Aviation Systems","First Financial Resource","Carmody Painting",NA,NA,NA
"Easyrotor Helicopter & Aviation Systems","easyrotor",NA,NA,NA,NA,NA,"35","easyrotor.com","$ -","$3M","Grand Rapids, Michigan","Private",NA,"Y",NA,NA,"Magnum Helicopter","ACES Systems","Traverse City Helicopters, Llc Dba Tc Flying Adventures","Heliair","Dssmicro","MTI Instruments","Flying Adventure","Biplanefun",NA,NA,NA
"First Financial Resource","firstfinancialresource",1990,"1990",NA,NA,NA,NA,"firstfinancialresource.biz","$ -","$ < 1M",NA,"Private",NA,"Y",NA,NA,"TD Bank","Scotiabank","Weaver Pat Long","CIBC","RBC","Wiggin and Dana","Bank of Montreal","HSBC Bank Canada",NA,NA,NA
"Carmody Painting","carmodypainting",2009,"2009",NA,NA,NA,"23","carmodypainting.com","$ -","$ < 1M","West Michigan","Private",NA,"Y",NA,NA,"Gowithbrad","89-paint","House Painters","Northsdcountyhomevalues","San Diego Painters - Best Choice Painting Improvements","Searchsandiegocountyhomes","Lookatsandiegohomes","Hitech Painting",NA,NA,NA
"Acura of Peoria","acuraofpeoria",1986,"1986",NA,NA,NA,"76","acuraofpeoria.com","$ -","$11.8M","Peoria, Arizona","Private",NA,"Y",NA,NA,"Acuraofthedesert","Joe Bullard Auto","Vandergriff Acura","Scotts Motor Werks","Mobile Mercedes Doctor","Goodson Acura","Sewell","Oesinc",NA,NA,NA
"Acuraofthedesert","acuraofthedesert",1986,"1986",NA,NA,NA,"10","acuraofthedesert.com","$ -","$10M","Cathedral City , San Diego","Private",NA,"Y",NA,NA,"Acura of Peoria","Joe Bullard Auto","Scotts Motor Werks","Mobile Mercedes Doctor","Vandergriff Acura","Goodson Acura","Phoenix Mini Specialists","Phoenix Tattoo Shops",NA,NA,NA
"VIVOMED","vivomed",2000,"2000",NA,NA,NA,"50","vivomed.com","$ -","$6.9M","Downpatrick, Northern Ireland","Private",NA,"Y",NA,NA,"McDavid","PhysioRoom","Collinssports","Foryourarms.com Foryourarms",NA,NA,NA,NA,NA,NA,NA
"PhysioRoom","physioroom",2001,"2001",NA,NA,NA,"39","physioroom.com","$ -","$4.4M","Padiham, Lancashire","Private",NA,"Y",NA,NA,"McDavid","VIVOMED","Collinssports","Foryourarms.com Foryourarms",NA,NA,NA,NA,NA,NA,NA
"Foryourarms","foryourarms",2010,"2010",NA,NA,NA,"7","foryourarms.com","$ -","$ < 1M","Vernon Hills, IL","Private",NA,"Y",NA,NA,"McDavid","VIVOMED","PhysioRoom","Collinssports",NA,NA,NA,NA,NA,NA,NA
"Benson Honda","bensonhonda",NA,NA,NA,NA,NA,"60","bensonhonda.com","$ -","$16.2M","San Antonio, Texas","Private",NA,"Y",NA,NA,"Autonation Toyota Scion North Arlington","Frank Kent Cadillac","Avery Greene Motors","Hub Hyundai","Millstoyota","Honda Gallery","Riverland Ford","Vandergriff Honda",NA,NA,NA
"Burleson Nissan","burlesonnissan",2012,"2012",NA,NA,NA,"43","burlesonnissan.com","$ -","$2.8M","Burleson, Texas","Private",NA,"Y",NA,NA,"Skye Tx Realty Group","Sparklingswimmingpools","Vandergriff Honda","Benson Honda","Honda of Paris","El Paso Honda","John Eagle Honda Of Houston","Julie Harding Photography",NA,NA,NA
"El Paso Honda","elpasohonda",NA,NA,NA,NA,NA,"56","elpasohonda.com","$ -","$11.5M","El Paso, Texas","Private",NA,"Y",NA,NA,"Vandergriff Honda","Benson Honda","Burleson Nissan","Honda of Paris","John Eagle Honda Of Houston","Goodson Acura","Cleobayhonda","Autonation Toyota Scion North Arlington",NA,NA,NA
"John Eagle Honda Of Houston","johneaglehonda",NA,NA,NA,NA,NA,"63","johneaglehonda.com","$ -","$4.5M","Houston, Texas","Private",NA,"Y",NA,NA,"Vandergriff Honda","Benson Honda","Burleson Nissan","Honda of Paris","El Paso Honda","Goodson Acura","Cleobayhonda","Autonation Toyota Scion North Arlington",NA,NA,NA
"Honda of Paris","hondaofparis",NA,NA,NA,NA,NA,"76","hondaofparis.net","$ -","$19.3M","Paris, Texas","Private",NA,"Y",NA,NA,"Cleobayhonda","Twin City Honda","Honda of Clearlake","Vandergriff Honda","Benson Honda","Burleson Nissan","El Paso Honda","John Eagle Honda Of Houston",NA,NA,NA
"Yuan Insurance & Financial Services","yuaninsurance",2000,"2000",NA,NA,NA,"77","yuaninsurance.com","$ -","$28M","Plano, Texas","Private",NA,"Y",NA,NA,"Graceful Soles Dance Studio","General Handeling Systems","General Handling Systems","Boardwalk Ferrari","Classy Doggie Cuts",NA,NA,NA,NA,NA,NA
"Graceful Soles Dance Studio","gracefulsolesdance",NA,NA,NA,NA,NA,NA,"gracefulsolesdance.com","$ -",NA,NA,"Private",NA,"Y",NA,NA,"Yuan Insurance & Financial Services","General Handeling Systems","General Handling Systems","Boardwalk Ferrari","Classy Doggie Cuts",NA,NA,NA,NA,NA,NA
"General Handeling Systems","generalhandlingsystems",NA,NA,NA,NA,NA,NA,"generalhandlingsystems.com","$ -",NA,NA,"Private",NA,"Y",NA,NA,"Yuan Insurance & Financial Services","Graceful Soles Dance Studio","Boardwalk Ferrari","Classy Doggie Cuts",NA,NA,NA,NA,NA,NA,NA
"Boardwalk Ferrari","boardwalkferrari",2004,"2004",NA,NA,NA,"58","boardwalkferrari.com","$ -","$6.9M","Plano, Texas","Private",NA,"Y",NA,NA,"Yuan Insurance & Financial Services","Graceful Soles Dance Studio","General Handeling Systems","Classy Doggie Cuts",NA,NA,NA,NA,NA,NA,NA
"LotPro","lotpro",2002,"2002/5/30",NA,NA,NA,"79","lotpro.com","$ -","$22.4M","Troy,Michigan","Private",NA,"Y",NA,NA,"CarGurus","Autolist","Carro","TrueCar","CarSoup",NA,NA,NA,NA,NA,NA
"Carlypso","carlypso",2003,"2003",NA,NA,NA,"113","carlypso.com","$1.2M","$9.5M","San Carlos,California","Private",NA,"Y",NA,NA,"Tred","CarGurus","Instamotor","Carfax","Carkibo",NA,NA,NA,NA,NA,NA
"Tred","tred",2011,"2011",NA,NA,NA,"10","tred.com","$2.7M","$25.3M","Seattle,Washington","Private",NA,"Y",NA,NA,"Carlypso","Instamotor","Carkibo","carwow","LeaseFetcher",NA,NA,NA,NA,NA,NA
"Instamotor","instamotor",2014,"2014",NA,NA,NA,"33","instamotor.com","$7.2M","$60M","San Francisco,California","Private",NA,"Y",NA,NA,"Carlypso","Tred","Carkibo","CarGurus","LeaseFetcher",NA,NA,NA,NA,NA,NA
"Carkibo","carkibo",2013,"2013",NA,NA,NA,"58","carkibo.com","$ -","$10.4M","San Jose,California","Private",NA,"Y",NA,NA,"Carlypso","Instamotor","Tred","CarGurus","LeaseFetcher",NA,NA,NA,NA,NA,NA
"LeaseFetcher","leasefetcher",2017,"2017",NA,NA,NA,"54","leasefetcher.co.uk","$ -","$ < 1M","Glasgow,England","Private",NA,"Y",NA,NA,"Tred","Instamotor","CarGurus","Carlypso","Carfax",NA,NA,NA,NA,NA,NA
"NAPA","napaonline",1925,"1925",NA,NA,NA,"304","napaonline.com","$ -","$52.5M","Atlanta,Georgia","Private",NA,"Y",NA,NA,"Parts Authority","Dash","ABC Auto Parts","Standard Auto Parts","AutoZone","Pep Boys",NA,NA,NA,NA,NA
"Parts Authority","partsauthority",1972,"1972",NA,NA,NA,"446","partsauthority.com","$ -","$45M","New Hyde Park,New York","Private",NA,"Y",NA,NA,"Dash","NAPA","ABC Auto Parts","AutoZone","Pep Boys","Advance Auto Parts",NA,NA,NA,NA,NA
"Dash","dash",2012,"2012",NA,NA,NA,"9","dash.by","$118K","$ < 1M","New York, New York","Private",NA,"Y",NA,NA,"Automatic Labs","Mojio","Zubie","Raxel Telematics","Napino Auto & Electronics","PACE",NA,NA,NA,NA,NA
"Dorman Products","dormanproducts",1918,"1918",NA,NA,NA,"2,061","dormanproducts.com","$ -","$902.8M","Colmar,Pennsylvania","Private",NA,"Y","NASDAQ",NA,"BBB","MPA","CARDONE","Remy","Valeo","DENSO","Blue Streak Electronics",NA,NA,NA,NA
"AutoZone","autozone",1979,"1979",NA,NA,NA,"84,000","autozone.com","$ -","$8.8B","Memphis,Tennessee","public","1991-04-12","Y","NYSE",NA,"Pep Boys","Advance Auto Parts","U.S. Auto Parts","NAPA","Parts Authority","O'Reilly Auto Parts",NA,NA,NA,NA,NA
"Advance Auto Parts","advanceautoparts",1932,"1932",NA,NA,NA,"40,000","advanceautoparts.com","$ -","$9.7B","Roanoke,Virginia","Private",NA,"Y","NYSE",NA,"Pep Boys","AutoZone","U.S. Auto Parts","NAPA","O'Reilly Auto Parts","Parts Authority","Amazon",NA,NA,NA,NA
"ACDelco","acdelco",1916,"1916",NA,NA,NA,"418","acdelco.com","$ -","$14.7M","Detroit,Michigan","Private",NA,"General Motors",NA,NA,"Gates","WeatherTech","WORLDPAC",NA,NA,NA,NA,NA,NA,NA,NA
"Pep Boys","pepboys",1921,"1921",NA,NA,NA,"13,874","pepboys.com","$ -","$2.1B","Philadelphia,Pennsylvania","Private",NA,"Icahn Enterprises L.p.","NYSE",NA,"U.S. Auto Parts","AutoZone","O'Reilly Auto Parts","Advance Auto Parts","WOTM","AAMCO",NA,NA,NA,NA,NA
"Continental","continental-corporation",1971,"1971",NA,NA,NA,"243,311","continental-corporation.com","$ -","$51.7B","Hanover,Saxony","public","2016-07-22","Y","CON",NA,"Delphi Technologies","Bosch","Harman","Johnson Controls","Goodyear","Valeo","ZF TRW",NA,NA,NA,NA
"1A Auto","1aauto",1999,"1999",NA,NA,NA,"449","1aauto.com","$ -","$50.3M","Pepperell,Massachusetts","Private",NA,"Y",NA,NA,"Parts Geek","APW","4WheelParts","Fortbras Group","Ron The Parts Guy","UGN","HANSUN",NA,NA,NA,NA
"MDS","mydealerservice",2012,"2012",NA,NA,NA,"37","mydealerservice.com","$ -","$2.3M","Denver,Colorado","Private",NA,"Y",NA,NA,"myKaarma","Xtime","TimeHighway","Text2drive",NA,NA,NA,NA,NA,NA,NA
"Wincor Nixdorf","wincor-nixdorf",1952,"1952",NA,NA,NA,"9,198","wincor-nixdorf.com","$ -","$45M","PaderbornNorth ,Rhine-Westphalia","Private",NA,"Diebold, Incorporated","NCR",NA,"NCR","Fiserv","Korala Associates","FIS","Escher Group","TSYS","Paymentus","Euronet",NA,NA,NA
"SCAN COIN","scancoin",1966,"1966",NA,NA,NA,"25","scancoin.com","$ -","$35M","Oud-Beijerland,Noord-Brabant","Private",NA,"Suzo-Happ Group",NA,NA,"Cummins Allison","Glory","ARCA","New Release DVD's","Wincor Nixdorf",NA,NA,NA,NA,NA,NA
"Hyosung","hyosung",1966,"1966/6/1",NA,NA,NA,"8,061","hyosung.com","$ -","$9.9B","Mapo-gu,Seoul Teugbyeolsi","public","2003-01-10","Y","Korea Exchange",NA,"Flowserve","SPX","Velan","AES Seal","ARCA","Sulzer","Wincor Nixdorf","SCAN COIN",NA,NA,NA
"Tidel Engineering","tidel",1978,"1978",NA,NA,NA,"60","tidel.com","$ -","$12.3M","Carrollton,Texas","Private",NA,"Littlejohn & Co., LLC","Glory",NA,"SCAN COIN","NCR","Fiserv","Korala Associates","Diebold Nixdorf","Cummins Allison",NA,NA,NA,NA,NA
"NCR","ncr",1884,"1884",NA,NA,NA,"34,000","ncr.com","$820M","$6.5B","Atlanta,Georgia","public","1996-12-20","Y","NYSE",NA,"Fiserv","Diebold Nixdorf","FIS","TSYS","Paymentus","Euronet","KUBRA","Unisys",NA,NA,NA
"Flowserve","flowserve",1997,"1997",NA,NA,NA,"17,000","flowserve.com","$ -","$3.8B","Irving,Texas","public","1997-08-01","Y","NYSE",NA,"Velan","SPX","Sulzer","SWI Valve","Bonney Forge","Omb Valves","Siemens","AES Seal",NA,NA,NA
"SPX","spx",1912,"1912",NA,NA,NA,"5,000","spx.com","$ -","$1.4B","CharlotteNorth Carolina","public","1989-04-07","Y","NYSE",NA,"Flowserve","Velan","AES Seal","Sulzer","SWI Valve","Bonney Forge","Omb Valves","Pentair",NA,NA,NA
"Velan","velan",1950,"1950",NA,NA,NA,"2,070","velan.com","$ -","$306M","MontrealㄝQuebec","public","1999-04-09","Y","TMX",NA,"Red Valve","Victaulic","Val-Matic","Onyx Valve","Bermad Control Valves","Cla-Val","Atlas Pipe Threading Company","RF Valves",NA,NA,NA
"Audatex","audaexplore",1966,"1966",NA,NA,NA,"285","audaexplore.com","$ -","$88.2M","San Diego,California","Private",NA,"A Solera Company",NA,NA,"Mitchell","CCC Information Services","Mechanic Business Pro","Estify","ALLDATA","PartsTrader",NA,NA,NA,NA,NA
"Wood Mackenzie","woodmac",1973,"1973",NA,NA,NA,"1,171","woodmac.com","$ -","$385.8M","Edinburgh,Scotland","Private",NA,"Verisk Analytics, Inc.",NA,NA,"Hart Energy","Genscape","PIRA","IHS Markit","Gulf Publishing",NA,NA,NA,NA,NA,NA
"Verisk","verisk",1971,"1971",NA,NA,NA,"7,079","verisk.com","$ -","$2.3B","Jersey City,New Jersey","public","2009-10-07","Y","NASDAQ",NA,"SCIO","Equifax","CoreLogic","TransUnion","LexisNexis",NA,NA,NA,NA,NA,NA
"Dun & Bradstreet","dnb",1841,"2010",NA,NA,NA,"4,900","dnb.com","$ -","$1.8B","Short Hills,New Jersey","public","2000-10-13","Y","NYSE",NA,"Infogroup","Graydon","Creditsafe","Roularta Media Group","Bureau van Dijk","Epsilon Data Management",NA,NA,NA,NA,NA
"PartsTrader","partstrader",2010,NA,NA,NA,NA,"70","partstrader.us.com","$ -","$12M","Chicago,Illinois","Private",NA,"Y",NA,NA,"Mitchell","CCC ONE","Audatex","FleetPride","OEConnection","AudaExplore","Ryder Fleet",NA,NA,NA,NA
"FactSet","factset",1978,"1978",NA,NA,NA,"9,074","factset.com","$ -","$1.1B","Norwalk,Connecticut","public","1996-06-05","Y","NYSE",NA,"MSCI","Morningstar","Fitch Ratings","Moody's","S&P Global","Dbrs",NA,NA,NA,NA,NA
"Knovel","knovel",2000,"2000/1/12",NA,NA,NA,"147","knovel.com","$ -","$5.5M","New York,New York","Private",NA,"Elsevier B.V.",NA,NA,"Wood Mackenzie","Verisk","Dun & Bradstreet",NA,NA,NA,NA,NA,NA,NA,NA
"AudaExplore","audaexplore",1979,"1979",NA,NA,NA,"285","audaexplore.com","$ -","$88.2M","San Diego,California","Private",NA,"A Solera Company",NA,NA,"Mitchell","CCC Information Services","Mechanic Business Pro","Estify","ALLDATA","PartsTrader",NA,NA,NA,NA,NA
"Estify","estify",2012,"2012",NA,NA,NA,"46","estify.com","$7.8M","$6.5M","Agoura Hills, California","Private",NA,"Y",NA,NA,"Mitchell","CCC Information Services","AudaExplore","Mechanic Business Pro","Adam Systems","Deutsche Automobil Treuhand","Eitacies","Raaga Software",NA,NA,NA
"Mechanic Business Pro","mechanicbusinesspro",2012,"2012",NA,NA,NA,"59","mechanicbusinesspro.com","$ -","$9.4M","Niagara Falls, Ontario","Private",NA,"Y",NA,NA,"CCC Information Services","AudaExplore","Mitchell","Shop Boss Pro","Autorepairsoftware","Adam Systems","Deutsche Automobil Treuhand","Estify",NA,NA,NA
"ALLDATA","alldata",1986,"1986",NA,NA,NA,"434","alldata.com","$ -","$9.5M","Elk Grove, California","Private",NA,"Subsidiary of AutoZone, Inc",NA,NA,"Motologic","Motor Information System","Mitchell 1","Winworks","Snap-on","Progressive Automotive Systs","Identifix",NA,NA,NA,NA
"Identifix","alldata",1986,"1986",NA,NA,NA,"434","alldata.com","$ -","$9.5M","Elk Grove, California","Private",NA,"Subsidiary of AutoZone, Inc",NA,NA,"Motologic","Motor Information System","Mitchell 1","Winworks","Snap-on","Progressive Automotive Systs","Identifix",NA,NA,NA,NA
"Motor Information System","identifix",1987,"1987",NA,NA,NA,"185","identifix.com","$ -","$12.7M","Roseville, Minnesota","Private",NA,"Subsidiary of Solera Holdings, Inc.",NA,NA,"ALLDATA","Mitchell 1","Motor Information System","Motologic","Snap-on","Progressive Automotive Systs","Winworks",NA,NA,NA,NA
"Motologic","motor",1903,"1903",NA,NA,NA,"86","motor.com","$ -","$5.3M","Troy, Michigan","Private",NA,"Y",NA,NA,"ALLDATA","Mitchell 1","Identifix","Motologic","Winworks","Progressive Automotive Systs","Snap-on",NA,NA,NA,NA
"Progressive Automotive Systs","winworks",1993,"1993",NA,NA,NA,"37","winworks.com","$ -","$4.4M","Placerville, California","Private",NA,"Y",NA,NA,"ALLDATA","Mitchell 1","Motor Information System","Motologic","Identifix","Progressive Automotive Systs","Snap-on",NA,NA,NA,NA
"Snap-on","rowriter",1977,"1977",NA,NA,NA,"22","rowriter.com","$ -","$ < 1M","Juno Beach, Florida","Private",NA,"Y",NA,NA,"ALLDATA","Mitchell 1","Identifix","Motor Information System","Fullbay","Motologic","Winworks",NA,NA,NA,NA
"MediaRadar","snapon",1920,"1920",NA,NA,NA,"12600","snapon.com","$ -","$2.9B","Kenosha, Wisconsin","Private",NA,"Y","NYSE SNA",NA,"Mac Tools","ALLDATA","Hunter Engineering Company","Bosch","Matco","Mitchell 1","Motor Information System","Motologic",NA,NA,NA
"WARC","mediaradar",2007,"2007",NA,NA,NA,"441","mediaradar.com","$6.7M","$2M","New York, New York","Private",NA,"Y",NA,NA,"Red Books","Cision","WARC","SproutLoud","AdMall","Meltwater","Zignal Labs","Kantar Media",NA,NA,NA
"Kantar Media","warc",1985,"1985",NA,NA,NA,"1200","warc.com","$ -","$15.2M","London, England","Private",NA,"Subsidiary of Ascential Plc",NA,NA,"Stylus","Mintel","WGSN","Iconoculture","eMarketer","Euromonitor International","Fashion Snoops","NPD",NA,NA,NA
