"source","target","rank","weight"
"careerbuilder-com","indeed",2,1
"careerbuilder-com","dice-com",4,1
"careerbuilder-com","glassdoor",5,1
"careerbuilder-com","monster",6,1
"careerbuilder-com","linkedin",7,1
"careerbuilder-com","hired",8,1
"glassdoor","microsoft",1,1
"glassdoor","apple",5,1
"ziprecruiter","monster",1,1
"ziprecruiter","glassdoor",2,1
"ziprecruiter","dice-com",4,1
"ziprecruiter","indeed",5,1
"ziprecruiter","linkedin",6,1
"ziprecruiter","careerbuilder-com",7,1
"indeed","ziprecruiter",1,1
"indeed","dice-com",2,1
"indeed","careerbuilder-com",3,1
"indeed","glassdoor",4,1
"indeed","linkedin",8,1
"monster","ziprecruiter",1,1
"monster","indeed",2,1
"monster","dice-com",3,1
"monster","glassdoor",4,1
"monster","careerbuilder-com",5,1
"hired","ziprecruiter",1,1
"hired","glassdoor",2,1
"hired","simply-hired",3,1
"simply-hired","ziprecruiter",2,1
"simply-hired","monster",3,1
"simply-hired","glassdoor",4,1
"simply-hired","dice-com",6,1
"simply-hired","linkedin",7,1
"simply-hired","indeed",8,1
"facebook","google",1,1
"facebook","microsoft",2,1
"facebook","apple",3,1
"facebook","linkedin",7,1
